folder,image,ground_truth,prediction,cer_score
110,44.jpg,"ngoài ra, chúng tôi sẽ tích cực đáp ứng nhu cầu của bà con trong việc",taø% t9) chín 4® cự anh gái cho đá rhu cấu cấ_ &c2⁄ ng ”,0.6232
53,84.jpg,"cư mới tại xã xuân hải, huyện sông cầu, tỉnh phú yên.","cứ mađ xoá xø `xá wom tm ng ca, , xinh púw “la,",0.6226
15,32.jpg,"thủ đức (tp.hcm) hầu như ai cũng biết tên anh trương xuân đại, người công nhân đấu",@6m¡ đm ctp nem) a2 như c cửa vớa tốy ørh ông kuốn đi mãi ——,0.622
56,4.jpg,nhưng đến nay đã ba năm kể từ thời điểm đường dây mua bán dâm bị phanh phui và khi,"nia, 46 sấu ác àø sau (ở (à ký đc đờn, ạj xóa kê áoo bị lệ phơi øx ®h;",0.622
150,81.jpg,"vẫn chưa hết bàng hoàng kể lại : "" lúc đó khoảng 23 g 30, đa số anh em còn","ưa v- đu 1ø 1y k> _ i_ ‹ ạ l5 đá bn 2 34 %, là sé ah tơ d-",0.6216
148,19.jpg,"sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành","su số xã ác xà kc, có béo “ 6 đủ ` vớ ` vì ở nóm. về xnh",0.6216
94,89.jpg,lớn trên địa bàn tỉnh. điều bất ngờ gây xôn xao dư luận đã,". — zña bšn tm .®i@ nt n4 2 4/ x® xao 2y, l%",0.6207
62,98.jpg,"chủ. có một ông đến đưa tám lao động đi, nói vào rừng làm lán trại rồi phát cây",chủ. ( mới _ c;á chuc. 1m đo choa chị cố về cảng lm ẩn dc: gỗ ghóa đu,0.6203
43,21.jpg,"cao hơn khi xuất khẩu đi một số nơi trong khu vực như hong kong và campuchia "".","ơs an (í cc “na đ. 6í aš sẻ teng (íw vớc n, từng lo (2noecha""",0.6203
121,98.jpg,với lãi suất của ngân hàng theo thời điểm nộp tiền. lý do được phía chính quyền,và lở suối su mối ko2ày to sá2 đối xớp v0. đu do dù phố cohikế q22,0.6203
101,90.jpg,"làng, từ bàn tay trắng đã tạo lập nên cơ nghiệp...",ai áể bón ng trờp 2a ng ai nh cỡ ng.,0.62
44,10.jpg,không còn cảnh chôn vùi dưới nước. thấy tôi nhìn khu nghĩa địa được làm,k6 can củi chứ cuc d2 d& 90( vé ch mu nh đu ảụ. km,0.6197
36,34.jpg,"anh trần mạnh hoài (giám đốc công ty xây lắp & vật tư xây dựng,",s5 tiến m2 dếc (6m2 đếét công zp_ x2 đấp % vụ ⁄2 x2“) 29.,0.619
69,35.jpg,"này nè. trước giờ, phân rác ra thỉnh thoảng cũng thấy. gặp giấy","_— [sec g0, plên mế rá nh hoi. øn tá 6®} gà",0.619
43,18.jpg,nvơnn được phổ biến công khai và rộng rãi.,w v ơnm đu ph. bua com v⁄aa va vs ác,0.619
23,18.jpg,con về quê; trương xuân đào dạt về tận định quán (đồng nai) làm,cm u quế ; “-]m6a g `<uôp 1œ dod ø# tòa đùh quố6 (g0?n4 (œ4) áxm,0.619
79,55.jpg,"là trẻ vị thành niên (khi xảy ra vụ việc h 15 tuổi, p. 14 tuổi,","l\ 2k2 vifod~ nem (khí xâu, 4n vệ. viết. tỉ 45 mới _p, 143,",0.619
139,54.jpg,a4 là tâm sự của 17 con người sau 206 ngày,"a⁄v âx lâm gà. 0a ít œn mới, xu, 46 ng,",0.619
135,33.jpg,"một "" xách chim "" dọc tuyến đường xuyên đảo hay tại chợ","kaá 5 xe chen ° dc bus chấn, n4jh điều đa te ”.",0.6182
8,79.jpg,"lý nghĩa địa này, chỉ tôi thấy một bên trong trại có để năm quan tài","l⁄ ngà” 3% mày củ 1ố đố mộ bốn an, ng nhóm cu (eo",0.6176
5,83.jpg,hành vi vi phạm kèm hình thức xử lý kỷ luật đối với người quản lý đã,l4 vủ ví phơn k` ni dd xã li) kj ( 1ý. nh quan ấ#z,0.6176
93,92.jpg,"công khai, hiện vẫn được dựng công khai cách trụ sở ubnd xã xuân hải",ơn với dd độn e@0 hoi eaoh tnw sổ wđmd xơ xươn vai,0.6176
57,95.jpg,"có phẩm chất, đạo đức. kiểm tra, xử lý kiên quyết các vụ tham nhũng,","tí phái, dhấf , 2o à0. kiâu #6, xé &ˆ 6y gi cac. cau no",0.6176
29,38.jpg,"chính sách tạo thuận lợi cho bà con trong việc về thăm thân nhân, sở hữu nhà đất,","vn l g0h an thôn đệ chủ đê on tem vớc võ ro thế 0c (0 kế, se ¬_",0.6173
98,9.jpg,"bổng, có người bị đói khát, bị tù tội... chúng tôi nhận được "" tác phẩm ""","_ tí vo đ60 kh c, bị lề áo... chứa, 16, nhậu agk,'#c hỏi",0.6164
146,87.jpg,"không bị đau khi xe xóc. được chừng mươi phút đường xe, bà cụ đòi",kischa ívéc ảnu khi 5œ v60. bức chỉng mà phá 2ó 2 ) eø ảơ,0.6154
1,3.jpg,"chuyện những người mang số 115. sáng nay ngồi quán cà phê cóc, ông bạn già của tôi tâm sự :","cv mu ngước 2 sánh 2 145.664 n4 na đen ch có, 0 bạw qà c2 w& k⁄ co",0.6154
74,96.jpg,lưới bắt ngon ơ nữa kìa...,a83 1ốk ngơn ÿ nữa,0.6154
48,96.jpg,"lặn tìm tàu hàng, tàu đứt neo chìm ngoài biển xa "". con thuyền trở nên chật chội và","fšc bam cv. heo ¡ ÿtœz na ch; vgel bi: v«"" ce°n fhên †rố yên ok dhề: ⁄",0.6145
96,81.jpg,"vật ở phía sau nhà, trong đó có con kỳ đà to bằng bắp vế.",vớt lá ba nê an hú — con (pl + b4 6%? ấc.,0.614
92,26.jpg,"trong đó có 2 quần đảo hoàng sa, trường sa và 2.577 đảo lớn, nhỏ, gần và xa","co đý ở quốš đảo «eo ša, “(d#ng ae x5 3.61 no tế. dỗ 23 xš",0.6133
81,37.jpg,"không có sự hợp tác, tin cậy..., mệt mỏi từ hai phía "". không tiền bạc, sức","ähùa._ xả áâp hú, là l/..., mối n1 áo) đưa. khoa tế kéc, xo",0.6133
102,56.jpg,ở khâu quyết toán tài chính dn và quyết toán thuế. sở tài chính làm,"ở 23, quyi bé d6 chế dn số quếi ash đoế 6p sí 0⁄2 5,",0.6119
44,28.jpg,kẻ ra công đóng...,an _« cơng dơn4,0.6111
20,18.jpg,"để điều tra bổ sung vì vụ án có dấu hiệu để lọt người, lọt tội. cơ sở để","sở áồ, v vổ bung mô «vé có e3 hóc 20 lốc uc, đọc xế. ø sả? 22",0.6111
22,20.jpg,làm chủ vùng biển.,\ấn 92 văn viến,0.6111
39,95.jpg,"nhà lần lượt đội nón ra đi. tối 21 - 3, chúng tôi tìm đến chỗ trọ của vợ",ác kế mi đả xen na đc. ®ói d4-ố ¡ đua 1â xm 46 ch vo có v6,0.6111
133,11.jpg,"phải chăng liều thuốc chưa đủ đô nên sai phạm ở đây lại tiếp diễn? bên trên, hai csgt và các cò","bái chi hài 6a do, 1 áã đền sai phọm š ảài số3 -éy (3 9 4i cs@t về << c",0.6105
139,92.jpg,"khẳng định mình. đó là ý nghĩa vẹn nguyên của các kỳ thi, và cũng là bản chất","kh dh nh. ®ý & ( xj- vệ~ 2#⁄ƒ2 6œ. cc tà 9, v đu ø@ k chủ",0.6104
146,34.jpg,ty) cùng người phụ trách mảng lao động trực tiếp xử lý việc này.,"w cơn plết 1à ak2h «he, eo “tạ đức tp xở lý xi0 ngữ,",0.6094
114,54.jpg,"có lặn tiếp được không? "". thợ lặn đồng thanh : "" cứ trong vòng 12 giờ có hàng là lặn, kể cả",c f⁄a ( đdè thềm _ thà . đồm 4hoah ` c¿ {em vong 118 ø íex 1c lân cc.,0.6087
107,76.jpg,"qui định chi tiết, rõ ràng. cách làm này sẽ góp phần hạn chế thái độ,","gục du, ch: xi, số mày, g0. 0: nở sở gú, phù đạo ý. <2 ,",0.6087
27,20.jpg,"csgt và các cò xe vẫn tiếp tục cuộc săn lùng. trước tình thế đó, chúng tôi","cc vä cóó cồề ⁄«, wđố kh acc euốy 4c án . ®xưk. ảuxh tế đó „ đua tế",0.6081
7,83.jpg,"của các kỳ thi, và cũng là bản chất của thành công.",cuo cất tế đ¿ bề. ca 1 bao chút cuoi “thsh 6m.,0.6078
88,84.jpg,sẽ tổ chức phố đi bộ tại hội an. chủ tịch ubnd tỉnh quảng nam nguyễn xuân phúc cho biết tỉnh sẽ đầu tư,"s$e lễ đi. ghế áb9-lé hạ no, (hỉ đkh u8rl0 42h quốg len ngồi x6 phê: che bứt nh xơ d6ồ lờ?",0.6078
113,25.jpg,"phú hữu, quận 7 để giảm 25% lượng xe tải vào tp. ông thông tin : "" nhà nước chỉ",g9 2⁄4 quản 4 độ y#em 75 “^^ xe kè vao t7. ó ng ó ⁄2. na,0.6076
46,86.jpg,"giây, thì 6 giờ sáng cùng ngày điện thoại cầm tay của pv đã nghe đổ chuông liên","65v r 6 gi ao^g na ngu 1 soi lờ b. caa, pu đ& njw 38 cl sàn pa",0.6076
112,60.jpg,"tuy nhiên, hđxx vẫn quyết định công bố công khai băng ghi hình và biên bản cuộc","cà na vi vvđxx vớt quệt đà cau l6 2a) ai bi gii p0, xì l6 kếi con",0.6076
65,29.jpg,cố gượng dậy được. chỉ một phút sau tôi đã nhận ra cả trại bị cuốn,- gng đều xi. cá mat p4 cau. tử cử xáđ án. cá t.o¿ a' «xí,0.6061
13,80.jpg,"mỗi tờ giấy ngoài chi phí xăng, xe, ăn đường, chi phí bốc xếp, chi","hn lở qiáy na chỉ wˆ ow x, đớn đươn2 . chỉ ph ®) _",0.6061
6,41.jpg,"nét về khu nghĩa địa này : - chú thấy đó, xung quanh nghĩa địa các","m4. v5 ẩđu nêu tức mô : - vấn _ j02a4. quanh ma là, có",0.6061
20,49.jpg,"ai lo, ông mới nảy ra ý định đóng góp sức mình làm thành nghĩa địa",đi áo ở mô này <« ý a66 kạ gữ số nu đâm vàp đã dã,0.6061
49,46.jpg,"bằng nỗi đau mất danh dự, tinh thần khi xuất hiện bài báo "" một âm","đằng móv đeo nát đen đệ, #uk táo đc gøuấl đớn đốt đã, mới ân",0.6061
93,15.jpg,"trả, có người thì vui vẻ cảm ơn, có người lại nghi ngờ vì đấy là đồ đạc","a4) e€é ngườ vñ2 vu vc cám « , ‹¿ n2 á„ ca nựd “vị zơœ cg2` zac",0.6056
117,38.jpg,"xuân đại rơi vào cảnh túng quẫn gần như cùng cực. và trên hết, nghi vấn","< vớa ©«é ớt <6 conh hóc quốn gãn như +tn wé, ngữ v§8n",0.6056
12,74.jpg,"trên chiếc xe jeep biển số 60c-0779 liên tục nhận "" giấy "". có hai csgt, một","xcớa đi >2 j«2vp be e9 ˆ coc—02ÿ9 28a luc mà “g2. có lai c9&t, mer",0.6053
148,37.jpg,"muốn biết đúng hay sai, tòa phải nhờ... hội đồng thẩm định hội đồng xét xử (hđxx)","- mui bởi âóa, báu sac 202, phú vhề.... 10v 464 dhân 2o) mà dâk, xt xử (6xx)",0.6049
69,97.jpg,phần hàng hải cho biết thông thường các công văn như vậy là cần thiết nhưng không phải,tín tu lu dào bá lê (lầu 0í cộng ván c vận (⁄ gần li nhờ) kh _,0.6047
135,21.jpg,"bị cắt trọng thương... sau đó khoán bỏ trốn, đến ngày","bị: œ8 trợng tổ no ... š« # khá lý — 623,",0.6038
85,70.jpg,"nước hiện có, và đề nghị tp triển khai tiếp dự án cung cấp",vdðc aứà có vớ đề nglc tp. adù đi xe đo s4 —_,0.6034
62,14.jpg,sẽ xảy ra ngay tại đây - chỗ đường xe lửa này chứ chưa nói,cc xé¿ v⁄“ả nag^ với - đề dường xe l. n4 an a?,0.6034
74,74.jpg,"khi đó, tại khu vực trạm thu phí do bị vướng giải tỏa một số hộ",củ 1ó „ tà liu vàc ram pn _ pc bị .. i2 _ mò 6 43,0.6032
105,94.jpg,hội nghị quốc tế và mở các tour du lịch làng nghề truyền thống.,đa v c qguơc dở và mø c4 to dó /⁄az„ n4 g2 1/24 ng,0.6032
125,77.jpg,công an ập vào bắt quả tang? tôi nghĩ lúc đầu họ nhậu rồi rủ nhau đi,lên xe đọ võ ký bản tế n6 bé anh 6ó nhậu rề bá nhạc,0.6029
34,83.jpg,""" tôi không được bàn giao từ bộ trưởng cũ, những cái bộ trưởng cũ đã","""6i n y, add ko giao + às thưởng ^^ ta e` 1> tung  skx",0.6029
100,55.jpg,"chở container, đặc biệt là loại container dài 40 ft chẳng hạn thì hết sức","tụ eetainec , kš, bìit: ä2 (<4 codkaikx^. án 4⁄0 chu, hơn tài 6£ số",0.6027
4,36.jpg,"mại xuất nhập khẩu bình phước, từ ngày 17 - 3 - 2004 đến nay đã có 17 lao",_. xuất náo add 6ốh faước tả ngoại. 47 - z- 4oø„ đố  ⁄,0.6027
128,57.jpg,"rất đơn sơ, do hai người đàn ông nói giọng bắc đứng bán. sau khi yên vị, chúng","xết đố @, áo kẻ mon đà ty vi dạ, bế, đầu bá. tà hà và cì há",0.6026
34,18.jpg,"nhưng rồi kinh tế châu á bị khủng hoảng và... thế là "" dankia resort ""... chết đứng","nhàn hỗ ii vế dạ, á  khóu hàa sà.. kế "" eh, real. ng",0.6024
150,55.jpg,chúng,2 ng,0.6
109,60.jpg,những,mông,0.6
116,12.jpg,người,wg2èi,0.6
73,86.jpg,phước,11ưc,0.6
70,52.jpg,tháng,kháy,0.6
143,44.jpg,hưởng,ng,0.6
69,18.jpg,nghĩa,nhà,0.6
97,45.jpg,những,ương,0.6
97,81.jpg,ngang,an,0.6
88,43.jpg,phòng,"pho,",0.6
13,16.jpg,trung,"đung,",0.6
80,27.jpg,trong,on,0.6
12,6.jpg,những,nhấ,0.6
60,8.jpg,khách,kh,0.6
12,38.jpg,nhiên,nh,0.6
122,31.jpg,nhưng,nh,0.6
133,59.jpg,nhiều,nh,0.6
35,91.jpg,người,ng) ñ,0.6
150,63.jpg,nhưng,nho,0.6
73,16.jpg,thành,nh,0.6
73,31.jpg,thành,“  nh,0.6
141,93.jpg,người,ngàù,0.6
38,45.jpg,ngoài,ngzœci,0.6
79,9.jpg,dương,ng,0.6
75,20.jpg,chúng,ng,0.6
26,48.jpg,nguồn,wquồw,0.6
114,22.jpg,những,ng,0.6
58,71.jpg,không,ng,0.6
114,31.jpg,ngoài,(ngoox,0.6
26,99.jpg,ngoài,ng°«ì,0.6
75,97.jpg,quyền,quả,0.6
105,5.jpg,những,ng,0.6
142,64.jpg,không,ng,0.6
59,95.jpg,quyền,quzồ,0.6
23,6.jpg,thống,nóng,0.6
23,12.jpg,chúng,chak,0.6
137,36.jpg,chánh,ch 40,0.6
22,80.jpg,tượng,đồng,0.6
137,99.jpg,khẳng,khóa,0.6
47,13.jpg,tráng,xứ ng,0.6
142,26.jpg,khủng,khẩu,0.6
144,46.jpg,trong,1høng,0.6
10,94.jpg,chính,ch,0.6
66,49.jpg,nghĩa,~ghx,0.6
43,97.jpg,những,nh,0.6
52,37.jpg,phong,xung,0.6
52,52.jpg,thông,+heny,0.6
135,19.jpg,người,ng,0.6
82,82.jpg,huyện,ẩuym,0.6
144,32.jpg,trong,ro4,0.6
82,15.jpg,quang,gan,0.6
22,75.jpg,nhưng,nhà,0.6
125,48.jpg,những,nhu,0.6
102,24.jpg,trang,ong,0.6
41,29.jpg,không,khoa,0.6
72,16.jpg,người,n ái,0.6
135,95.jpg,trong,non,0.6
106,47.jpg,hương,ng,0.6
4,20.jpg,thành,lwơnh,0.6
70,60.jpg,người,"nu
li",0.6
112,96.jpg,trong,tromm-,0.6
125,90.jpg,synthelabo,/uetheáxbi,0.6
110,14.jpg,chứng,ch,0.6
56,32.jpg,không,“ng,0.6
70,39.jpg,trong,tr⁄,0.6
131,97.jpg,lượng,cong,0.6
41,51.jpg,trọng,“ren,0.6
99,3.jpg,không,"thởng,",0.6
11,34.jpg,tiếng,đínng,0.6
59,29.jpg,không,kh,0.6
45,35.jpg,trọng tới các vấn đề nhân đạo và xây dựng lòng tin. bà con sẽ được tạo,(oaa tố cứ u6ố ch nhấn cho ú6 xu) d4 án) t6. bs cơn ah,0.6
112,80.jpg,chúng,cha,0.6
20,70.jpg,vòng xe cấp cứu. buổi trưa 14 - 11 - 2003 khi tôi đang ngồi nói chuyện,n kẹ cáp đới . [uy du 4ð 44- 2061 4/„ k ngêo nó hiện,0.6
108,93.jpg,những,ung,0.6
109,67.jpg,trong,ng,0.6
7,34.jpg,tháng,the24g,0.6
60,29.jpg,những,nhớ,0.6
143,40.jpg,trinh,txăunh,0.6
146,3.jpg,kuala,kal~^,0.6
2,83.jpg,phòng,phœu,0.6
43,14.jpg,chúng,chuc,0.6
8,30.jpg,thông,hơn,0.6
4,69.jpg,người,ng2h:,0.6
43,40.jpg,những,nhà,0.6
102,66.jpg,thành,hn,0.6
101,3.jpg,thịnh,thư,0.6
67,68.jpg,tiếng,tứna,0.6
63,40.jpg,xuống,xưởn,0.6
24,11.jpg,trang,ta,0.6
23,56.jpg,những,như „,0.6
24,55.jpg,chính,"ch
¿",0.6
19,93.jpg,không,khi nú,0.6
19,46.jpg,trong,to,0.6
87,45.jpg,tháng,thú,0.6
77,40.jpg,luyện,uy,0.6
139,73.jpg,chứng,sáng,0.6
100,18.jpg,thông,“trôg,0.6
16,30.jpg,phòng,v^2ng,0.6
88,2.jpg,nhiều,ni,0.6
86,40.jpg,thiết,thú,0.6
110,79.jpg,chúng,chưa,0.6
37,93.jpg,hương,ng,0.6
131,48.jpg,ngoài,nai,0.6
119,47.jpg,thành,tan,0.6
112,31.jpg,chiếc,cc,0.6
33,91.jpg,trung,tu,0.6
130,51.jpg,người,ngiữờ,0.6
90,58.jpg,nvơnn,n{/&nn,0.6
106,48.jpg,người,ng,0.6
49,10.jpg,khách,kh,0.6
23,28.jpg,những,ng,0.6
21,88.jpg,những,ng,0.6
21,61.jpg,tháng,"xháa,",0.6
103,69.jpg,cường,"cửn,",0.6
90,87.jpg,trình,nìàh,0.6
46,70.jpg,không,khđa,0.6
74,82.jpg,nhưng,nh «y,0.6
54,46.jpg,huyện,hy,0.6
135,4.jpg,quyết,quuøí,0.6
128,36.jpg,chúng,chuến,0.6
44,79.jpg,trách,1«ach,0.6
61,12.jpg,"thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn","“(h4 - c kh bố và ex trcc ¿¿ 42), hc kế. vềo kế, ^ác ất s6 __",0.6
61,85.jpg,chính,nh,0.6
61,90.jpg,trong,®ơng,0.6
74,45.jpg,trong,on,0.6
64,29.jpg,chiều,cho,0.6
57,47.jpg,quyết,quả,0.6
57,27.jpg,quầng,quêa,0.6
146,17.jpg,người,ng,0.6
146,29.jpg,"là của mình, bởi theo cách nói của ông, cơ nghiệp ông tạo lập nên",42 &¿ wốn⁄ bối to ( gỡ. s4 ñvy) ở ng ống đeo đẹp dân,0.6
66,89.jpg,nhàng,nh,0.6
145,62.jpg,những,nhu,0.6
42,25.jpg,chúng,ch /,0.6
51,57.jpg,thuốc,+hu¿⁄,0.6
14,34.jpg,chúng,"chó,",0.6
14,13.jpg,"tất cả đều không bị khởi tố, truy tố trước pháp luật. viện trưởng","jý- cả đ® khôyg bị khít 195 1u 1s“ p6 kat: n@®-bê,",0.6
118,17.jpg,chóng,ng,0.6
15,18.jpg,206 ngày đêm khốn khổ 87 trang nhật ký trên giấy a4 là tâm sự của,t00 mềà 0a. 6é kh %y ve đok(/ trên quí. 44 xã ©m sa cả,0.6
108,33.jpg,không,ứng,0.6
87,11.jpg,không,long,0.6
110,19.jpg,chồng,ch,0.6
100,59.jpg,thông,hờn,0.6
95,39.jpg,không,ng,0.6
3,96.jpg,tương,móng,0.6
3,80.jpg,phóng,đương,0.6
3,43.jpg,"tất cả, dù gia đình tôi đang rất túng quẫn "".",ké c „ àđ q đính ®v đương { àưng s” 4,0.6
10,55.jpg,không,ng,0.6
10,65.jpg,thành,hnng,0.6
46,25.jpg,thành,ninh,0.6
81,89.jpg,chúng,chu,0.6
101,71.jpg,những,nh “4,0.6
128,95.jpg,người,ng,0.6
33,18.jpg,"trưởng khoa cấp cứu ngoại viện (ccnv), phân tích mới thật sự",cong 412a «⁄ð cu ege biện ( ccnm) giên 42 xác 02124,0.6
67,12.jpg,không,"khờm,",0.6
71,98.jpg,chăng,cha^,0.6
25,16.jpg,trong,(crơng,0.6
10,100.jpg,đường,đưởu,0.6
54,22.jpg,ngoài,"go
ù",0.6
145,91.jpg,thiệp,thợ,0.6
50,5.jpg,không,kkôm,0.6
50,7.jpg,thành,xénh,0.6
6,93.jpg,không,"hôm,",0.6
116,98.jpg,người,/uườc,0.6
102,29.jpg,thành,1 2nh,0.6
71,93.jpg,chồng,đng,0.6
78,34.jpg,những,ng,0.6
9,59.jpg,xuồng,"^`
ng",0.6
104,25.jpg,trong,z“ơng,0.6
21,66.jpg,"ông đành phải đốn dừa nhà mình đang sai trái, cưa xẻ cho kịp ngày dựng","8n, ¿nh che kx a3 vã ầm xang 36c trac, @ó >5 dc ko ngụ 2đ",0.6
93,62.jpg,nhiều,hi,0.6
27,30.jpg,nhiều,nh,0.6
51,77.jpg,tháng,ng,0.6
104,27.jpg,chiếc,chu,0.6
42,75.jpg,nhiệm,ni,0.6
57,45.jpg,những,nh,0.6
85,76.jpg,không,alhêng,0.6
65,7.jpg,những,như m,0.6
34,90.jpg,phóng,pha,0.6
110,24.jpg,không,khu,0.6
78,6.jpg,nhàng,nho,0.6
50,37.jpg,khẳng,khm,0.6
54,87.jpg,chính,chà,0.6
78,80.jpg,trong,ttmno,0.6
96,49.jpg,chiếc,cc,0.6
101,30.jpg,trước,trà,0.6
121,87.jpg,nvơnn,nvđ8mnn,0.6
78,63.jpg,thiệp,tixd,0.6
96,62.jpg,tượng,tưd nq,0.6
54,14.jpg,"thành lập hội đồng giám định xây dựng công trình này. mới đây, cơ quan","ta tp kh đều quả du x0 đủ cu lon, nấy môi đâu, c4 gec",0.6
25,56.jpg,những,nhậi,0.6
150,31.jpg,chứng,chu,0.6
32,71.jpg,chóng,cho,0.6
48,36.jpg,chồng,ch,0.6
1,10.jpg,phóng,phé,0.6
29,41.jpg,chánh,cái,0.6
115,47.jpg,ngang,vung,0.6
67,17.jpg,nhưng,"nha,",0.6
124,22.jpg,trong,xương,0.6
127,2.jpg,những,nh,0.6
60,43.jpg,khủng,kg,0.6
134,89.jpg,nhiều,ni,0.6
29,99.jpg,tuyên,duy,0.6
85,18.jpg,không,kh,0.6
29,97.jpg,thông,th®x,0.6
118,8.jpg,phòng,ng,0.6
120,58.jpg,chính,clxh,0.6
70,51.jpg,thuốc,tc,0.6
17,50.jpg,thành,thơ.,0.6
62,80.jpg,ngành,và h,0.6
30,20.jpg,chính,ch,0.6
8,82.jpg,chung,chay,0.6
134,38.jpg,chiều,ch,0.6
48,8.jpg,thành,thcw,0.6
147,24.jpg,""" tội nghiệp, họ toàn là người miền bắc... "" - một chủ quán ở đầu thị trấn nói khi","lv nghóp, áo 6ãn 2 naủ® miều 6áu „„ ,> _ 4l „k4 quốn â 422 2h #9 n4, thó",0.5976
99,34.jpg,nhưng khủng khiếp nhất là lúc bị sóng nhồi đập vào thành tàu. vừa bám giữ cho,"no tòa làị nhái 45 16, ki sáo shà ânp về thốnh lồ .viô lao giế dhè",0.5974
5,80.jpg,cao su kế tiếp. nơi đây có đến ba chiếc đèn pin của csgt chia nhau thành,"ơs x tế, .nec đầy « đến kh“ điếc 2e pìo 92x cs6at ch. 1m",0.5972
104,96.jpg,"hệ thống các nhà phân phối, nhất là khâu bán buôn nhằm hạn chế kinh","vị, ôn, eếv nhà phờy phá, vi 3 hon, bào, lâm nhđà, hóy cáá nh",0.597
114,68.jpg,số 2554 / qđ - ub ngày 5 - 10 - 2000 của ubnd tỉnh phú yên. thủ tục,% 3554/06 -u® mgoờ. 5- l9 -ạ 090 &ø nd x„ 0 xi „ “4 vc,0.597
150,15.jpg,công sớm đường trường chinh do công tác đền bù giải tỏa tương đối khả quan. ông,"câu xắn đườy tuờu, chy do cây 1⁄6 ồ 02 geớc áả 2om 4í x42 guan. ớv",0.5949
60,90.jpg,ubnd tỉnh lâm đồng vừa quyết định thành lập đoàn thanh tra và chỉ đạo đoàn,usng vải lộ đổi mà guốt 42h venh đp den ve da s5 di đo đều,0.5946
116,31.jpg,vài năm trời với qui mô ngày một lớn.,"vớ: năm “nề: vết go mê ng “hé,",0.5946
137,41.jpg,"tĩnh, ngày 21 - 3 - 2004 đã về đến tp.hcm sau cuộc hành trình ba",to “44 24- ở - 90064. đ# vẻ đe “tp. item ‹w& cốc kh hi 1,0.5938
79,81.jpg,"trao đổi với tuổi trẻ sáng 16 - 11, chủ tịch ubnd tỉnh nguyễn xuân phúc cho biết ngay sau khi thảm nạn xảy ra làm","tao đốt s4c te2 trẻ 464 46~ i4 cổ “12h ubnd4ˆh no x.aa. bí, cho kế oiox lú; tomnan #o†e. (am",0.5929
49,47.jpg,vụ án xảy ra và ông cũng được biết cơ quan điều tra đã,"nơi 6 x24 x4. ơng công zlđ bí>ý cá quan, che œx_ d8",0.5926
82,34.jpg,"không có giấy tờ tùy thân. chu văn thiệp (lâm xuân, nghĩa hoàn, tân kỳ,","px ø q0 tổ tuy tha đu và tháp ( lên «3,06 t„ toa ký,",0.5915
61,5.png,tôi không bao giờ có ý định điên dại soạn thảo một cuốn sách bàn về nghệ thuật viết văn.,êề e tả cá nản điên dại sa thảo một cuốn sách,0.5909
18,96.jpg,(trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,n ca thế quêc 6 6ookta) 2m tnà / tkm bš bé).,0.5902
65,12.jpg,"phổ biến chủ trương của ubnd tỉnh phú yên, thu hồi đất đối với các hộ dân",xđp tức cài nảy củố. ưð nd 1éh pr( yến | xâu đe xố và các z9 độn,0.589
60,10.jpg,"kinh doanh của dn, đặc biệt trong bối cảnh thực hiện "" phi chủ quản "" đối","aa,h đel_ đá. dn, đxc hệt tưng b225 ức 04 x0 chä gen ""-xý",0.589
52,82.jpg,có khoán tham dự.,cc kho taw 4⁄2 -,0.5882
134,32.jpg,"hàng chục kilômet, qua hàng rào cảnh sát các nước, may nhờ một người","⁄nv „ lm) 4u4 /«nƒ haoo 4 a4í ea£ ước, m4 nê mới ngdờy",0.5882
39,71.jpg,giúp nhà tình thương còn đóng giường tặng những gia đình nghèo.,cặn đ + tơ 0øn đơn guỡng ®%g nha qua xi ng.,0.5873
142,14.jpg,"tạo ra nhiều hơn nữa các nguồn đầu tư trong và ngoài nước, xác định ưu tiên","tno xx nu ch tt coố người d2, 12 hen, tớ ngoai 0e, xao đề. ¿c 222,",0.5867
110,84.jpg,"sẽ chẳng còn là của tui nữa, nhưng cái nghĩa địa đó mới là",sỹ đu cớ ân vế tớ má khuôn các ngư dua để mốt kð,0.5862
143,61.jpg,làm bằng vỏ hộp coca cola mỹ.,ẩm ba vẻ ấg ca 2w mứœ,0.5862
141,89.jpg,"sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" tử sĩ "". hai bảy điểm,","sec, m ` nu/ä k2 đói đọc, cổ ko “at tử ° bổn rất 4/0 bế nh “h0 xui 4t 9 bà ki ah,",0.5859
73,39.jpg,"nhưng rồi những người đào vàng cũng sẽ vào. khi đã đưa hết người nằm xuống về quê,","na nội xua vonbi p võng coôa 4ÿ u6b. ul¿ đã đa (óí ft xăm nuữn vô qữ,)",0.5854
99,11.jpg,triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2).,ấrộu ím_( 4⁄p » p ni xịt hợp - 4 tứu ém2 /.31d. bóp m2).,0.5846
121,13.jpg,"mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh, đưa tốc độ tăng","mới nộ #c_ nhám 2466 ⁄ (22 xu” kí, đ;4n, di ⁄ ⁄⁄ øg",0.5833
