folder,image,ground_truth,prediction,cer_score,confidence
146,28.jpg,mưa,mia,0.3333,0.6457
131,91.jpg,lên,len,0.3333,0.9262
131,88.jpg,hay,hny,0.3333,0.7163
131,82.jpg,chủ,chu,0.3333,0.6667
12,50.jpg,cơm,c'm,0.3333,0.8259
45,98.jpg,dám,dam,0.3333,0.7488
45,32.jpg,thì,thi,0.3333,0.7736
45,34.jpg,này,nay,0.3333,0.9028
12,83.jpg,lại,lai,0.3333,0.7752
12,85.jpg,ông,ong,0.3333,0.8089
12,92.jpg,hãy,hay,0.3333,0.9509
12,96.jpg,nội,noi,0.3333,0.7882
12,100.jpg,một,mot,0.3333,0.8138
12,46.jpg,như,nhu,0.3333,0.8608
55,90.jpg,rải,rai,0.3333,0.9071
55,91.jpg,sau,saw,0.3333,0.7716
88,9.jpg,lên,lin,0.3333,0.7085
12,52.jpg,các,cac,0.3333,0.9479
12,54.jpg,một,mst,0.3333,0.8842
12,37.jpg,hơn,hon,0.3333,0.9615
12,39.jpg,sài,si,0.3333,0.7376
12,41.jpg,chỉ,chi,0.3333,0.6659
55,89.jpg,như,nh,0.3333,0.8953
79,21.jpg,nilông,nitong,0.3333,0.8244
17,5.jpg,một,mat,0.3333,0.9722
7,68.jpg,khá,kha,0.3333,0.9179
7,61.jpg,anh,arh,0.3333,0.8674
17,22.jpg,bạn,ban,0.3333,0.9917
17,16.jpg,nghiên,ncghizn,0.3333,0.5475
88,64.jpg,cứu,ciu,0.3333,0.5679
88,61.jpg,tật,tat,0.3333,0.8016
88,47.jpg,thủ,the,0.3333,0.8897
104,22.jpg,phí,phi,0.3333,0.897
104,19.jpg,nhà,nha,0.3333,0.9502
135,13.jpg,như,nhd,0.3333,0.62
135,9.jpg,xếp,x&p,0.3333,0.6263
104,45.jpg,nai,naa,0.3333,0.6815
104,40.jpg,hầm,ham,0.3333,0.9158
7,98.jpg,rất,rat,0.3333,0.927
79,7.jpg,lớn,lbn,0.3333,0.6443
39,33.jpg,làm,lam,0.3333,0.8145
39,37.jpg,anh,anl,0.3333,0.9202
39,50.jpg,lên,len,0.3333,0.9384
39,53.jpg,thể,the,0.3333,0.9826
79,49.jpg,con,cn,0.3333,0.4567
79,52.jpg,lâm,lam,0.3333,0.9446
17,14.jpg,một,mat,0.3333,0.7335
39,93.jpg,tài,tai,0.3333,0.8755
71,17.jpg,này,nay,0.3333,0.9099
104,54.jpg,mệt,met,0.3333,0.8788
104,56.jpg,một,mot,0.3333,0.6428
104,68.jpg,thủ,the,0.3333,0.8418
104,78.jpg,anh,anf,0.3333,0.762
88,25.jpg,tui,tu,0.3333,0.8368
17,8.jpg,tìm,tim,0.3333,0.8759
104,82.jpg,nằm,nam,0.3333,0.993
17,74.jpg,mấy,may,0.3333,0.8379
135,59.jpg,thường,thuong,0.3333,0.7403
146,19.jpg,thứ,the,0.3333,0.7563
146,20.jpg,giá,gid,0.3333,0.7623
17,60.jpg,dài,dai,0.3333,0.9269
88,20.jpg,tất,tat,0.3333,0.9899
88,22.jpg,nêu,neu,0.3333,0.9073
79,24.jpg,rào,rao,0.3333,0.7239
17,36.jpg,môn,min,0.3333,0.6751
17,39.jpg,tại,tai,0.3333,0.8478
17,44.jpg,len,lun,0.3333,0.7526
12,9.jpg,trường,trusng,0.3333,0.5915
88,30.jpg,của,cua,0.3333,0.7175
88,31.jpg,như,nhu,0.3333,0.742
88,32.jpg,phê,pha,0.3333,0.6706
88,36.jpg,hoa,moa,0.3333,0.647
17,85.jpg,này,nay,0.3333,0.7248
71,70.jpg,một,mat,0.3333,0.8362
71,75.jpg,hcm,tcm,0.3333,0.7358
71,85.jpg,cất,cat,0.3333,0.9504
7,31.jpg,của,cua,0.3333,0.6595
7,82.jpg,hiv,hiu,0.3333,0.8228
146,26.jpg,già,gia,0.3333,0.8345
3,25.jpg,tật,tat,0.3333,0.8628
17,66.jpg,đdv,ddv,0.3333,0.8877
3,57.jpg,vào,vao,0.3333,0.9505
3,60.jpg,chỉ,chi,0.3333,0.8534
3,65.jpg,làm,lam,0.3333,0.812
45,99.jpg,chị,ch,0.3333,0.8437
3,1.jpg,lãi,lai,0.3333,0.852
12,10.jpg,nguyên,ngryen,0.3333,0.6894
12,23.jpg,bất,bat,0.3333,0.8817
12,31.jpg,nguyên,nguyer,0.3333,0.8815
3,26.jpg,một,mst,0.3333,0.5638
41,87.jpg,thể,the,0.3333,0.9157
122,65.jpg,bây,bay,0.3333,0.9824
122,64.jpg,vạn,van,0.3333,0.9942
122,54.jpg,thì,the,0.3333,0.8964
122,49.jpg,hợp,hop,0.3333,0.9118
29,14.jpg,còn,con,0.3333,0.9817
73,43.jpg,nhu,nhn,0.3333,0.7569
73,29.jpg,làm,lam,0.3333,0.8856
122,76.jpg,như,nhu,0.3333,0.7417
138,80.jpg,thủ,the,0.3333,0.9906
122,43.jpg,tôi,t6i,0.3333,0.5885
138,63.jpg,năm,nam,0.3333,0.9664
138,53.jpg,vừa,vua,0.3333,0.7136
138,50.jpg,mới,m2i,0.3333,0.4271
138,41.jpg,các,cac,0.3333,0.7725
80,88.jpg,của,cua,0.3333,0.8094
30,47.jpg,máy,may,0.3333,0.8965
30,50.jpg,cậu,cau,0.3333,0.8128
30,52.jpg,mãi,mai,0.3333,0.7381
30,30.jpg,qui,qpi,0.3333,0.6888
30,33.jpg,tài,tui,0.3333,0.8226
30,59.jpg,sri,sre,0.3333,0.7524
30,62.jpg,một,mat,0.3333,0.8436
73,70.jpg,bật,bet,0.3333,0.6326
138,85.jpg,văn,van,0.3333,0.8925
138,89.jpg,lại,lai,0.3333,0.8821
138,95.jpg,cái,cai,0.3333,0.7646
125,33.jpg,mại,mai,0.3333,0.8727
125,34.jpg,khu,lhu,0.3333,0.3895
149,90.jpg,hầm,ham,0.3333,0.9546
149,94.jpg,qua,tua,0.3333,0.7827
73,59.jpg,vẫn,van,0.3333,0.9452
138,84.jpg,các,cac,0.3333,0.8257
149,80.jpg,dâm,dam,0.3333,0.9777
149,66.jpg,rồi,ri,0.3333,0.736
22,4.jpg,bàn,ban,0.3333,0.933
125,100.jpg,lại,lai,0.3333,0.8538
125,88.jpg,ngờ,ngo,0.3333,0.6602
125,87.jpg,một,mot,0.3333,0.9177
125,86.jpg,cát,cat,0.3333,0.9255
115,80.jpg,như,nh?,0.3333,0.8172
115,63.jpg,nặc,nac,0.3333,0.9462
115,61.jpg,lại,lai,0.3333,0.7777
30,55.jpg,tâm,tam,0.3333,0.936
125,2.jpg,dây,day,0.3333,0.9559
92,82.jpg,lại,lei,0.3333,0.6368
34,15.jpg,chủ,cht,0.3333,0.9254
34,13.jpg,này,noy,0.3333,0.7802
41,52.jpg,cao,cas,0.3333,0.7236
73,78.jpg,nghiệp,nghap,0.3333,0.8646
73,79.jpg,phủ,phu,0.3333,0.7492
122,24.jpg,bày,bay,0.3333,0.9748
122,26.jpg,lại,lai,0.3333,0.5486
122,34.jpg,trụ,tru,0.3333,0.8764
122,38.jpg,một,mat,0.3333,0.5526
41,5.jpg,rất,rat,0.3333,0.5137
34,7.jpg,nhà,nha,0.3333,0.9485
41,25.jpg,lãm,lam,0.3333,0.8751
41,53.jpg,nam,mam,0.3333,0.7828
30,95.jpg,cấp,cap,0.3333,0.9747
30,98.jpg,tấn,tan,0.3333,0.7926
41,80.jpg,sạn,san,0.3333,0.6016
41,82.jpg,tốc,toc,0.3333,0.7867
34,2.jpg,gần,gan,0.3333,0.9025
34,3.jpg,sao,sar,0.3333,0.7718
41,7.jpg,cấp,cap,0.3333,0.9315
13,77.jpg,màu,mau,0.3333,0.7892
13,100.jpg,chỉ,ch?,0.3333,0.7224
67,79.jpg,các,cac,0.3333,0.9546
67,77.jpg,lợi,lai,0.3333,0.4703
67,76.jpg,nai,mai,0.3333,0.919
67,73.jpg,còn,con,0.3333,0.8606
105,28.jpg,sức,ssc,0.3333,0.373
105,13.jpg,trà,tra,0.3333,0.8698
105,10.jpg,lớn,lon,0.3333,0.6661
13,92.jpg,mưa quá lớn.,m2v qud l3n.,0.3333,0.8071
13,55.jpg,con,lon,0.3333,0.781
77,64.jpg,nạn,nan,0.3333,0.9326
121,5.jpg,tâm,tam,0.3333,0.874
73,57.jpg,một,mmt,0.3333,0.7528
46,75.jpg,học,hoc,0.3333,0.9344
30,46.jpg,này,nay,0.3333,0.9816
60,98.jpg,quả,qua,0.3333,0.9829
13,10.jpg,tạn,tan,0.3333,0.9913
63,3.jpg,một,m&t,0.3333,0.8038
143,42.jpg,ông,ong,0.3333,0.6734
143,45.jpg,năm,nam,0.3333,0.9186
143,75.jpg,chỉ,chi,0.3333,0.852
143,76.jpg,này,nay,0.3333,0.7203
148,82.jpg,cấp,cap,0.3333,0.9222
143,85.jpg,quý,quy,0.3333,0.9748
143,88.jpg,đai,dai,0.3333,0.9228
143,90.jpg,cho,ch,0.3333,0.9661
106,35.jpg,hợp,hop,0.3333,0.9545
106,40.jpg,khu,khm,0.3333,0.5784
90,38.jpg,nội,noi,0.3333,0.6022
106,25.jpg,thì,the,0.3333,0.7522
106,27.jpg,vật,vat,0.3333,0.7322
143,84.jpg,làm,lam,0.3333,0.9759
121,31.jpg,trường,tring,0.3333,0.7655
148,8.jpg,cấp,cop,0.3333,0.7594
148,14.jpg,này,nay,0.3333,0.7456
148,16.jpg,làm,lam,0.3333,0.734
148,31.jpg,sát,sat,0.3333,0.6571
121,2.jpg,quá,qua,0.3333,0.8791
121,4.jpg,chỉ,ch.,0.3333,0.7416
13,78.jpg,của,cea,0.3333,0.6979
30,72.jpg,sắp,scp,0.3333,0.8212
30,73.jpg,tộc,tac,0.3333,0.4933
30,79.jpg,cái,cai,0.3333,0.8613
34,23.jpg,máy,may,0.3333,0.925
34,26.jpg,mùa,mua,0.3333,0.9523
92,39.jpg,văn,van,0.3333,0.9742
92,45.jpg,văn,van,0.3333,0.9728
41,96.jpg,heo,hio,0.3333,0.718
13,23.jpg,ảnh,anh,0.3333,0.8845
143,71.jpg,cứu,cuu,0.3333,0.5799
105,8.jpg,nhà,nha,0.3333,0.9565
67,71.jpg,còn,cn,0.3333,0.5704
67,72.jpg,màu,mau,0.3333,0.9632
67,91.jpg,lúc,luc,0.3333,0.7943
67,95.jpg,nào,nao,0.3333,0.7648
67,100.jpg,cầu,cau,0.3333,0.654
67,60.jpg,còn,cn,0.3333,0.8246
67,37.jpg,cập,cap,0.3333,0.9378
121,8.jpg,xem,nem,0.3333,0.8462
148,40.jpg,của,cia,0.3333,0.6758
148,45.jpg,vào,vao,0.3333,0.8106
148,53.jpg,làm,lam,0.3333,0.8087
148,54.jpg,các,cac,0.3333,0.8801
148,56.jpg,tôi,toi,0.3333,0.8888
148,72.jpg,cơn,cn,0.3333,0.6566
106,1.jpg,còn,con,0.3333,0.6413
76,72.jpg,ngô,ng6,0.3333,0.608
76,64.jpg,một,mat,0.3333,0.8845
76,61.jpg,mới,m&i,0.3333,0.7953
112,10.jpg,tìm,t'm,0.3333,0.5718
112,2.jpg,chở,ch',0.3333,0.7216
29,98.jpg,lại,lai,0.3333,0.824
70,15.jpg,thể,the,0.3333,0.845
70,75.jpg,lập,lap,0.3333,0.7079
112,78.jpg,lại,lai,0.3333,0.84
112,75.jpg,sắp,sap,0.3333,0.7232
112,71.jpg,vậy,vay,0.3333,0.8958
76,54.jpg,lần,lan,0.3333,0.7716
112,48.jpg,làn,lan,0.3333,0.8679
112,42.jpg,bác,bac,0.3333,0.8394
112,39.jpg,xâm,xam,0.3333,0.6058
149,98.jpg,anh,anl,0.3333,0.6735
23,3.jpg,dân,dan,0.3333,0.8257
138,11.jpg,con,cen,0.3333,0.7606
138,33.jpg,cứu,clu,0.3333,0.5722
138,35.jpg,bạn,ban,0.3333,0.9586
41,63.jpg,quả,qua,0.3333,0.7094
41,65.jpg,lại,lai,0.3333,0.7399
41,67.jpg,cho,tho,0.3333,0.7923
112,38.jpg,hcm,hom,0.3333,0.7232
82,78.jpg,hội,hsi,0.3333,0.6727
82,90.jpg,toi,tov,0.3333,0.7489
23,15.jpg,nằm,nam,0.3333,0.8443
23,19.jpg,một,mat,0.3333,0.8882
82,74.jpg,chi,thi,0.3333,0.7079
82,75.jpg,tra,ta,0.3333,0.8933
138,36.jpg,tra,fra,0.3333,0.8464
73,92.jpg,của,cia,0.3333,0.7229
92,50.jpg,chế,che,0.3333,0.9102
124,37.jpg,huy,luy,0.3333,0.6534
124,32.jpg,ccv,cc v,0.3333,0.9254
80,71.jpg,thủ,the,0.3333,0.9907
80,65.jpg,lumpur,dumpun,0.3333,0.9243
27,46.jpg,tất,tat,0.3333,0.9211
27,40.jpg,xây,xay,0.3333,0.9434
27,36.jpg,dài,dci,0.3333,0.6224
80,26.jpg,mắt,mat,0.3333,0.8603
80,11.jpg,một,mst,0.3333,0.7304
124,27.jpg,một,mot,0.3333,0.5305
76,37.jpg,nói,ni,0.3333,0.7872
80,62.jpg,anh,amh,0.3333,0.7049
80,57.jpg,sắp,sap,0.3333,0.9123
80,52.jpg,lớn,lon,0.3333,0.67
80,48.jpg,của,cua,0.3333,0.9228
70,21.jpg,lên,len,0.3333,0.7074
70,30.jpg,giả,gia,0.3333,0.8908
70,31.jpg,xác,xac,0.3333,0.8991
70,35.jpg,làm,lam,0.3333,0.8162
70,43.jpg,cơn,con,0.3333,0.6542
124,76.jpg,xếp,xip,0.3333,0.5586
70,69.jpg,sắt,sat,0.3333,0.9091
70,70.jpg,bác,buc,0.3333,0.8306
27,33.jpg,tất,tat,0.3333,0.7391
22,51.jpg,yếu,yeu,0.3333,0.8561
124,40.jpg,thú,thu,0.3333,0.611
124,60.jpg,giờ,gic,0.3333,0.6795
124,87.jpg,dẫn,dan,0.3333,0.9492
124,93.jpg,nếu,nu,0.3333,0.371
22,48.jpg,thi,th,0.3333,0.9701
27,21.jpg,chủ,chi,0.3333,0.7641
27,24.jpg,tại,tai,0.3333,0.9355
115,41.jpg,tâm,tam,0.3333,0.8599
29,72.jpg,vật,v&t,0.3333,0.8532
73,2.jpg,mặt,mat,0.3333,0.9762
76,97.jpg,các,cac,0.3333,0.6443
45,30.jpg,này,nay,0.3333,0.8257
45,24.jpg,huệ,hue,0.3333,0.6289
45,6.jpg,quá,qut,0.3333,0.7246
22,24.jpg,thì,the,0.3333,0.7767
70,66.jpg,bữa,bua,0.3333,0.7383
70,56.jpg,tôi,tsi,0.3333,0.9108
29,68.jpg,lất,lat,0.3333,0.7474
29,58.jpg,hay,thay,0.3333,0.7334
125,64.jpg,nhà,nha,0.3333,0.8845
125,43.jpg,hcm,hem,0.3333,0.683
29,12.jpg,sắp,smp,0.3333,0.644
29,9.jpg,hết,het,0.3333,0.7276
70,95.jpg,xem,2em,0.3333,0.7484
30,4.jpg,chủ,chu,0.3333,0.6813
149,50.jpg,các,cac,0.3333,0.923
149,53.jpg,hơn,hon,0.3333,0.5181
115,53.jpg,cho,tho,0.3333,0.7065
115,60.jpg,săn,san,0.3333,0.7899
125,68.jpg,của,cua,0.3333,0.6514
125,71.jpg,bán,ban,0.3333,0.8963
29,5.jpg,tết,tat,0.3333,0.7967
149,25.jpg,tại,tai,0.3333,0.6951
149,29.jpg,nhà,nho,0.3333,0.8346
149,60.jpg,giá,gia,0.3333,0.6238
149,63.jpg,nội,n6i,0.3333,0.8105
149,65.jpg,nếu,nau,0.3333,0.6426
122,90.jpg,tấc,tc,0.3333,0.4262
122,98.jpg,lập,lap,0.3333,0.6979
122,99.jpg,tạo,tao,0.3333,0.6979
149,22.jpg,một,mat,0.3333,0.9015
115,89.jpg,lại,lai,0.3333,0.8763
70,98.jpg,lại,lai,0.3333,0.6763
70,100.jpg,ngọ,ng!,0.3333,0.7239
115,9.jpg,nguyễn,nguyer,0.3333,0.7055
115,12.jpg,yên,yen,0.3333,0.7373
115,16.jpg,tại,tai,0.3333,0.8464
115,18.jpg,với,vii,0.3333,0.5137
29,75.jpg,xác,xac,0.3333,0.9014
115,31.jpg,bốc,boc,0.3333,0.7436
92,53.jpg,sắm,sam,0.3333,0.9199
92,56.jpg,của,ca,0.3333,0.9278
92,57.jpg,kết,kat,0.3333,0.4064
92,60.jpg,năm,nam,0.3333,0.8668
92,62.jpg,vẫn,van,0.3333,0.6683
22,44.jpg,hơn,hon,0.3333,0.8365
70,82.jpg,một,mot,0.3333,0.9628
115,30.jpg,quà,qua,0.3333,0.8289
29,76.jpg,nv1,nv.,0.3333,0.5015
29,77.jpg,vui,vu,0.3333,0.7563
29,15.jpg,chỉ,chi,0.3333,0.7662
29,19.jpg,mắt,mat,0.3333,0.854
115,90.jpg,ông,ang,0.3333,0.6624
73,5.jpg,trường,triong,0.3333,0.796
73,9.jpg,bán,ban,0.3333,0.657
115,87.jpg,tôt,tot,0.3333,0.8268
122,84.jpg,singapore,sinypoe,0.3333,0.8118
29,45.jpg,góp,gop,0.3333,0.3306
76,91.jpg,bạc,bac,0.3333,0.9721
115,48.jpg,các,cac,0.3333,0.6705
149,14.jpg,góc,goc,0.3333,0.7691
125,75.jpg,giá,gia,0.3333,0.7382
125,83.jpg,trả,tra,0.3333,0.9567
125,84.jpg,ông,ong,0.3333,0.9656
73,12.jpg,của,cta,0.3333,0.6673
44,61.jpg,hơn,hon,0.3333,0.8789
64,52.jpg,lao,dao,0.3333,0.69
116,15.jpg,hơn,hon,0.3333,0.4387
116,13.jpg,ông,ong,0.3333,0.9449
21,3.jpg,xem,xom,0.3333,0.8177
147,37.jpg,nai,mai,0.3333,0.938
147,35.jpg,thể,the,0.3333,0.9792
147,34.jpg,vậy,vay,0.3333,0.6287
147,33.jpg,giữ,gia,0.3333,0.4639
147,23.jpg,nghiêm,ng hiem,0.3333,0.7726
19,8.jpg,mắt,mat,0.3333,0.8582
18,50.jpg,hữu,heu,0.3333,0.7303
18,48.jpg,làm,lam,0.3333,0.9515
18,47.jpg,thị,thi,0.3333,0.8428
116,65.jpg,bút,but,0.3333,0.9624
131,81.jpg,một,mat,0.3333,0.9316
84,81.jpg,cầu,cau,0.3333,0.773
84,100.jpg,này,nay,0.3333,0.9665
137,4.jpg,cửa,cia,0.3333,0.6983
137,5.jpg,một,mat,0.3333,0.8032
137,8.jpg,vào,vao,0.3333,0.9248
84,44.jpg,cấp,cap,0.3333,0.8232
150,43.jpg,cấp,cap,0.3333,0.9271
116,62.jpg,của,cua,0.3333,0.7236
116,85.jpg,cột,cst,0.3333,0.7973
113,68.jpg,vấn,von,0.3333,0.5135
84,24.jpg,vậy,vay,0.3333,0.8299
84,75.jpg,dân,dan,0.3333,0.7807
113,45.jpg,khu,rhu,0.3333,0.7545
113,63.jpg,báo,bao,0.3333,0.5246
116,46.jpg,cấp,cap,0.3333,0.8598
116,59.jpg,hội,hei,0.3333,0.6432
150,44.jpg,hội,hoi,0.3333,0.6232
116,2.jpg,nay,may,0.3333,0.9124
19,92.jpg,sau,san,0.3333,0.9529
18,22.jpg,làm,lam,0.3333,0.8106
19,70.jpg,tạo,tuo,0.3333,0.868
2,4.jpg,mặt,mat,0.3333,0.9865
137,70.jpg,chỉ,ch?,0.3333,0.8145
137,63.jpg,mặt,mat,0.3333,0.9796
137,61.jpg,bám,bam,0.3333,0.9626
137,11.jpg,tây,tay,0.3333,0.9268
113,35.jpg,vận,v&n,0.3333,0.8087
113,34.jpg,hội,hoi,0.3333,0.6634
113,32.jpg,mắc,mac,0.3333,0.7264
18,65.jpg,một,mat,0.3333,0.9504
18,59.jpg,yêu,yeu,0.3333,0.757
18,53.jpg,chở,che,0.3333,0.7502
64,74.jpg,anh,unh,0.3333,0.9076
64,76.jpg,quê,que,0.3333,0.7832
64,77.jpg,vừa,vaa,0.3333,0.7149
64,95.jpg,bãi,bai,0.3333,0.9864
147,13.jpg,xây,xay,0.3333,0.5526
44,44.jpg,làm,lam,0.3333,0.9144
147,53.jpg,mua,mma,0.3333,0.8359
147,69.jpg,cho,ch.,0.3333,0.9134
144,22.jpg,dân,dan,0.3333,0.9441
147,100.jpg,lực,lic,0.3333,0.5953
28,1.jpg,vận,van,0.3333,0.4867
28,6.jpg,sai,sa,0.3333,0.9915
44,81.jpg,tôi,t6i,0.3333,0.8501
2,5.jpg,nói,noi,0.3333,0.8838
2,8.jpg,một,mot,0.3333,0.747
137,44.jpg,thủ,thi,0.3333,0.8897
144,13.jpg,sơn,son,0.3333,0.7603
147,91.jpg,còn,cn,0.3333,0.6185
49,65.jpg,nào,nao,0.3333,0.8561
49,62.jpg,cho,ch.,0.3333,0.7918
49,61.jpg,bảo,bao,0.3333,0.6476
84,37.jpg,chỉ,chi,0.3333,0.954
84,33.jpg,con,coo,0.3333,0.8445
84,29.jpg,nam,mam,0.3333,0.8803
84,28.jpg,hạn,han,0.3333,0.9759
150,41.jpg,dọn,don,0.3333,0.9409
150,4.jpg,yêu,yiu,0.3333,0.736
116,99.jpg,tra,tr,0.3333,0.6149
49,60.jpg,bản,b&n,0.3333,0.7351
49,58.jpg,các,cac,0.3333,0.7735
49,55.jpg,nào,nao,0.3333,0.6879
49,49.jpg,này,nay,0.3333,0.8391
150,11.jpg,cứu,cku,0.3333,0.6494
84,62.jpg,thoáng,thrang,0.3333,0.7142
49,37.jpg,tân,tan,0.3333,0.9216
42,89.jpg,hứa,hua,0.3333,0.8564
42,92.jpg,lập,lap,0.3333,0.8267
42,95.jpg,thị,th:,0.3333,0.5036
42,96.jpg,mài,moi,0.3333,0.7309
49,1.jpg,màu,mau,0.3333,0.9621
126,63.jpg,mặt,mat,0.3333,0.9917
42,83.jpg,ngờ,ngd,0.3333,0.9378
42,81.jpg,chỉ,ch?,0.3333,0.8774
97,30.jpg,lây,liy,0.3333,0.7586
97,33.jpg,một,mot,0.3333,0.8925
126,16.jpg,hút,hut,0.3333,0.9354
126,18.jpg,lập,lap,0.3333,0.9333
126,20.jpg,cấp,cap,0.3333,0.8845
126,28.jpg,lâm,lam,0.3333,0.8556
42,82.jpg,như,nht,0.3333,0.5823
42,72.jpg,lập,lap,0.3333,0.7823
116,77.jpg,km2,km 2,0.3333,0.9554
116,10.jpg,này,n&y,0.3333,0.7301
116,11.jpg,trợ,tre,0.3333,0.498
44,27.jpg,hôm,hom,0.3333,0.4542
44,29.jpg,vận,van,0.3333,0.6723
44,31.jpg,nhỏ,nh',0.3333,0.7042
44,35.jpg,thế,the,0.3333,0.4773
49,79.jpg,xét,xet,0.3333,0.8756
18,9.jpg,hơn,h'n,0.3333,0.7752
18,13.jpg,vật,vet,0.3333,0.8651
116,28.jpg,dầu,dau,0.3333,0.8428
49,86.jpg,với,voi,0.3333,0.344
49,88.jpg,một,mst,0.3333,0.5703
49,91.jpg,dài,dai,0.3333,0.9665
49,93.jpg,mới,moi,0.3333,0.7836
84,61.jpg,mãi,mai,0.3333,0.9849
49,100.jpg,năm,nam,0.3333,0.915
97,58.jpg,tán,tan,0.3333,0.937
97,79.jpg,của,cra,0.3333,0.301
97,80.jpg,lấp,lap,0.3333,0.7902
97,82.jpg,này,nay,0.3333,0.8553
97,90.jpg,già,gia,0.3333,0.7845
97,97.jpg,mưa,mia,0.3333,0.7336
97,99.jpg,vực,vuc,0.3333,0.7336
116,76.jpg,giữ,gi,0.3333,0.5472
126,44.jpg,mỗi,mei,0.3333,0.624
150,84.jpg,tôi,toi,0.3333,0.9544
126,6.jpg,các,cac,0.3333,0.9427
113,75.jpg,tấp,tap,0.3333,0.6407
113,79.jpg,cấy,cay,0.3333,0.6336
113,91.jpg,kết,kat,0.3333,0.4498
113,97.jpg,làm,lam,0.3333,0.8896
97,8.jpg,bắt,bat,0.3333,0.6467
84,27.jpg,thú,the,0.3333,0.9381
86,92.jpg,của,cua,0.3333,0.8748
86,88.jpg,thì,thr,0.3333,0.394
129,89.jpg,cắt,cat,0.3333,0.8709
129,87.jpg,phú,pha,0.3333,0.5224
129,80.jpg,cho,tho,0.3333,0.7586
48,12.jpg,mọi,mai,0.3333,0.6601
48,9.jpg,phí,phi,0.3333,0.7577
48,6.jpg,làn,lan,0.3333,0.9101
10,6.jpg,cứu,c'u,0.3333,0.6014
127,91.jpg,nói,n6i,0.3333,0.7646
28,77.jpg,một,mat,0.3333,0.67
28,75.jpg,thơ,the,0.3333,0.6651
48,93.jpg,chỉ,chi,0.3333,0.8595
48,88.jpg,bớt,bat,0.3333,0.7507
48,59.jpg,thư,thu,0.3333,0.9178
116,6.jpg,ngờ,ngo,0.3333,0.7752
129,12.jpg,núi,nai,0.3333,0.6053
139,82.jpg,anh,anl,0.3333,0.7974
139,86.jpg,vạn,van,0.3333,0.9202
139,88.jpg,quả,qua,0.3333,0.9565
18,94.jpg,gặp,ggp,0.3333,0.6724
144,29.jpg,con,cor,0.3333,0.8695
139,72.jpg,anh,canh,0.3333,0.8291
48,47.jpg,khó,kh',0.3333,0.7638
10,7.jpg,chủ,ch,0.3333,0.8876
10,10.jpg,giá,gia,0.3333,0.9852
10,11.jpg,trưởng,truong,0.3333,0.8383
10,12.jpg,của,cua,0.3333,0.5402
10,18.jpg,nhà,nha,0.3333,0.9439
21,49.jpg,thợ,the,0.3333,0.7374
21,50.jpg,gồm,g8m,0.3333,0.5191
127,85.jpg,một,met,0.3333,0.7637
129,43.jpg,tài,tai,0.3333,0.9668
127,89.jpg,cấp,cap,0.3333,0.9631
147,8.jpg,văn,van,0.3333,0.9581
44,55.jpg,một,mat,0.3333,0.7714
44,54.jpg,tấp,t&p,0.3333,0.6236
44,52.jpg,này,nay,0.3333,0.9108
10,48.jpg,cứu,cuu,0.3333,0.4487
60,97.jpg,dậy,day,0.3333,0.4856
10,43.jpg,hứa,hra,0.3333,0.7819
10,32.jpg,bảy,bay,0.3333,0.8332
117,18.jpg,tôi,toi,0.3333,0.843
117,15.jpg,vậy,vay,0.3333,0.7786
102,76.jpg,chờ,cha,0.3333,0.6967
102,62.jpg,tàu,tou,0.3333,0.8577
102,61.jpg,nam,mam,0.3333,0.8498
102,59.jpg,văn,van,0.3333,0.9669
102,11.jpg,vào,vao,0.3333,0.9015
102,17.jpg,truyền,trugin,0.3333,0.89
102,28.jpg,các,cac,0.3333,0.955
102,32.jpg,thế,the,0.3333,0.728
102,33.jpg,một,mot,0.3333,0.9368
86,99.jpg,thử,thi,0.3333,0.8623
48,1.jpg,còn,cun,0.3333,0.5372
48,2.jpg,lộc,loc,0.3333,0.5813
117,26.jpg,ngọ,ng:,0.3333,0.7121
117,23.jpg,hải,hai,0.3333,0.6909
102,89.jpg,tây,tay,0.3333,0.9287
102,91.jpg,cho,tho,0.3333,0.686
102,99.jpg,hơn,han,0.3333,0.72
102,100.jpg,lớn,lon,0.3333,0.7334
133,4.jpg,lộc,loc,0.3333,0.5086
133,39.jpg,ích,ich,0.3333,0.969
48,37.jpg,tâm,tam,0.3333,0.8233
117,21.jpg,bắc,bac,0.3333,0.7692
137,85.jpg,bao,ba,0.3333,0.9227
137,82.jpg,dài,dai,0.3333,0.8555
117,99.jpg,tốc,toc,0.3333,0.4879
117,84.jpg,vào,vao,0.3333,0.5894
144,73.jpg,của,cua,0.3333,0.6921
129,18.jpg,các,cac,0.3333,0.8807
2,49.jpg,hóa,hoa,0.3333,0.6512
102,7.jpg,tục,tuc,0.3333,0.9689
102,3.jpg,hơn,hdn,0.3333,0.637
2,17.jpg,mai,m ai,0.3333,0.9103
2,16.jpg,vào,vao,0.3333,0.6154
2,10.jpg,mất,mat,0.3333,0.9494
2,63.jpg,làm,lam,0.3333,0.8865
129,9.jpg,tìm,tim,0.3333,0.8935
129,5.jpg,khi,kli,0.3333,0.5608
129,39.jpg,nhà,nha,0.3333,0.7774
137,27.jpg,vấp,vap,0.3333,0.7685
137,40.jpg,bám,bam,0.3333,0.9708
113,27.jpg,lên,len,0.3333,0.6413
19,11.jpg,tây,tay,0.3333,0.7175
